english,malayalam
15. Major business readjustment: 39,15. ബിസിനസിലെ പ്രധാന മാറ്റങ്ങൾ: 39
28. Change in living conditions: 25,28. ജീവിത സാഹചര്യങ്ങളിലെ മാറ്റം: 25
"If you agree to take part in this study, you will be divided into one of the two groups based on computer generated randomization. As per the group allocated, you will receive either dexmedetomidine or saline as the infusion during surgery. Post operative assessment for delirium will be done . Your haemodynamics (Heart rate and blood pressure), anaesthetic requirements and recovery profile will be monitored. Standard Anaesthesia will be used .","ഈ പഠനത്തിൽ‌ പങ്കെടുക്കാൻ‌ നിങ്ങൾ‌ സമ്മതിക്കുകയാണെങ്കിൽ‌, കമ്പ്യൂട്ടർ‌ ജനറേറ്റുചെയ്‌ത റാൻ‌ഡമൈസേഷനെ അടിസ്ഥാനമാക്കി നിങ്ങളെ രണ്ട് ഗ്രൂപ്പുകളായി വിഭജിക്കും. അനുവദിച്ച ഗ്രൂപ്പ് അനുസരിച്ച്, ശസ്ത്രക്രിയയ്ക്കിടെ നിങ്ങൾക്ക് ഡെക്സ്മെഡെറ്റോമിഡിൻ അല്ലെങ്കിൽ സലൈൻ നൽകും . ശസ്ത്രക്രിയക്ക് ശേഷമുള്ള അസ്വസ്ഥതയുടെ വിലയിരുത്തൽ നടത്തും. നിങ്ങളുടെ രക്തചംക്രമണം (ഹൃദയമിടിപ്പ്, രക്തസമ്മർദ്ദം), അനസ്തെറ്റിക് ആവശ്യകതകൾ, വീണ്ടെടുക്കൽ പ്രൊഫൈൽ എന്നിവ നിരീക്ഷിക്കും. സ്റ്റാൻഡേർഡ് അനസ്തേഷ്യ ഉപയോഗിക്കും."
Curious,ജിജ്ഞാസ
What is the benefit expected from this study?,ഈ പഠനത്തിൽ നിന്ന് എന്ത് നേട്ടമാണ് പ്രതീക്ഷിക്കുന്നത്?
"Participants of this study, after signing a consent for this research, will undergo a short assessment to evaluate your health and any existing problems apart from your cancer, before you start cancer treatment.","ഈ പഠനത്തിൽ പങ്കെടുക്കുന്നവർ, ഈ ഗവേഷണത്തിനായി ഒരു സമ്മതം ഒപ്പിട്ട ശേഷം, നിങ്ങൾ കാൻസർ ചികിത്സ ആരംഭിക്കുന്നതിന് മുമ്പ്, നിങ്ങളുടെ ആരോഗ്യവും നിങ്ങളുടെ കാൻസറിന് പുറമെ നിലവിലുള്ള പ്രശ്നങ്ങളും വിലയിരുത്തുന്നതിന് ഒരു ഹ്രസ്വ വിലയിരുത്തലിന് വിധേയരാകും."
Data of this study will influence the guidelines for the management of the patients with proximal ureteric calculus of size 5-15 mm in the institution and elsewhere.,സ്ഥാപനത്തിലും മറ്റിടങ്ങളിലും 5-15 മില്ലിമീറ്റർ വലിപ്പമുള്ള പ്രോക്സിമൽ യൂറിറ്ററിക് കാൽക്കുലസ് ഉള്ള രോഗികളുടെ പരിചരിക്കാനുള്ള ഗൈഡ് ലൈൻസിനായി ഈ പഠനത്തിന്റെ ഡാറ്റ ഉപയോഗിക്കും.
I understand that my identity will not be revealed in any information released to third parties or published.,മൂന്നാമതൊരു കക്ഷിക്ക് വിട്ടുകൊടുത്തതോ പ്രസിദ്ധീകരിച്ചതോ ആയ വിവരങ്ങളിൽ എന്റെ വ്യക്തിത്വം വെളിപ്പെടില്ലെന്ന് ഞാൻ മനസ്സിലാക്കുന്നു.
"20. Mortgage for loan or major purchase over $ 15,000: 31","20. $ 15,000 ൽ കൂടുതൽ വായ്പയ്‌ക്കോ പ്രധാനപെട്ട വാങ്ങലിനോ ഉള്ള പണയം"
"If at any time you experience any problems during this study, you will be expected to report this to the doctor.","ഈ പഠന സമയത്ത് നിങ്ങൾക്ക് എപ്പോഴെങ്കിലും എന്തെങ്കിലും പ്രശ്നങ്ങൾ അനുഭവപ്പെടുകയാണെങ്കിൽ, നിങ്ങൾ ഇത് ഡോക്ടറെ അറിയിക്കുമെന്ന് കരുതുന്നു ."
1. Publications in book or journal (state if required ___),"1. പുസ്തകത്തിലോ ജേണലിലോ ഉള്ള പ്രസിദ്ധീകരണങ്ങൾ ( ___ സംസ്ഥാനം,ആവശ്യമെങ്കിൽ മാത്രം )"
Print Name of Participant/Legally Acceptable Representative,പങ്കെടുക്കുന്നയാളുടെ/നിയമപരമായി സ്വീകാര്യമായ പ്രതിനിധിയുടെ പേര് പ്രിന്റ് ചെയ്യുക
2. Onset of illness,2. രോഗത്തിന്റെ ആരംഭം
- is not sick,- രോഗിയല്ലാത്ത
The results of the study will be analyzed and the information will be made available for future prognostication of severe infection by using this special test.,പഠനത്തിന്റെ ഫലങ്ങൾ വിശകലനം ചെയ്യുകയും ഈ പ്രത്യേക പരിശോധന ഉപയോഗിച്ച് കടുത്ത അണുബാധ തിരിച്ചറിയാൻ വിവരങ്ങൾ ലഭ്യമാക്കുകയും ചെയ്യും.
"(ii) I understand that my participation in the study is voluntary and that I am free to withdraw at any time, without giving any reason, without my medical care or legal rights being affected.","(ii) പഠനത്തിലെ എന്റെ പങ്കാളിത്തം സ്വമേധയാ ഉള്ളതാണെന്നും ഒരു കാരണവും നൽകാതെ, എന്റെ വൈദ്യ പരിചരണത്തെയോ നിയമപരമായ അവകാശങ്ങളെയോ ബാധിക്കാതെ എപ്പോൾ വേണമെങ്കിലും പിൻവലിക്കാൻ എനിക്ക് സ്വാതന്ത്ര്യമുണ്ടെന്നും ഞാൻ മനസ്സിലാക്കുന്നു."
"• The results of clinical tests and therapy performed as part of this research may be included in your medical record. The information from this study, if published in scientific journals or presented at scientific meetings, will not reveal your identity.","• ഈ ഗവേഷണത്തിന്റെ ഭാഗമായി നടത്തിയ ക്ലിനിക്കൽ ടെസ്റ്റുകളുടെയും തെറാപ്പിയുടെയും ഫലങ്ങൾ നിങ്ങളുടെ മെഡിക്കൽ റെക്കോർഡിൽ ഉൾപ്പെടുത്തിയേക്കാം. ഈ പഠനത്തിൽ നിന്നുള്ള വിവരങ്ങൾ, ശാസ്ത്ര ജേണലുകളിൽ പ്രസിദ്ധീകരിക്കുകയോ ശാസ്ത്ര യോഗങ്ങളിൽ അവതരിപ്പിക്കുകയോ ചെയ്താൽ, നിങ്ങളുടെ വ്യക്തിത്വം വെളിപ്പെടുത്തില്ല."
(vi) I agree for storage of blood sample and its uses for future research,(vi) രക്തസാമ്പിൾ സംഭരിക്കുന്നതിനും ഭാവി ഗവേഷണത്തിനായി അത് ഉപയോഗിക്കുന്നതിനും ഞാൻ സമ്മതിക്കുന്നു
Signature of Investigator_________,അന്വേഷകന്റെ ഒപ്പ്_________
17. Death of a close friend: 37,17. അടുത്ത സുഹൃത്തിൻ്റെ മരണം: 37
"cardio-vascular – palpitations, headaches respiratory – hyperventilation, sighing","കാർഡിയോ-വാസ്കുലർ - ഹൃദയമിടിപ്പ്, തലവേദന ശ്വസനം - ഹൈപ്പർവെൻറിലേഷൻ, നെടുവീർപ്പ്"
Study Investigator’s Name: _________________________,സ്റ്റഡി ഇന്‍വെസ്റ്റിഗേറ്ററുടെ പേര്: ___________________________
while the doctors work to find a vaccine that will allow me to say hi without getting you sick.,നിങ്ങൾക്ക് അസുഖം വരുത്താതെ എനിക്ക് നിങ്ങളോട് ഹായ് പറയാൻ അനുവദിക്കുന്ന ഒരു വാക്സിൻ കണ്ടെത്താൻ ഡോക്ടർമാർ പ്രവർത്തിച്ചുകൊണ്ടിരിക്കുമ്പോള്‍.
Subject’s Initials: __________________,സബ്‍ജക്റ്റിന്‍റെ ഇനിഷ്യലുകൾ: __________________
You will not receive any payments for taking part in this haplobank project.,ഹാപ്ലോബാങ്ക് പ്രോജക്റ്റിൽ പങ്കെടുത്തതിന് നിങ്ങൾക്ക് പേയ്‌മെന്റുകളൊന്നും ലഭിക്കില്ല.
"I have witnessed the accurate reading of the consent form to the potential participant, and the individual has had the opportunity to ask questions. I confirm that the individual has given consent freely.","സാധ്യതയുള്ള പങ്കാളിക്ക് സമ്മതപത്രം കൃത്യമായി വായിച്ച്‌ കൊടുക്കുന്നതിന് ഞാൻ സാക്ഷ്യം വഹിച്ചിട്ടുണ്ട്, കൂടാതെ ചോദ്യങ്ങൾ ചോദിക്കാൻ വ്യക്തിക്ക് അവസരം ലഭിച്ചു. വ്യക്തി സ്വതന്ത്രമായി സമ്മതം നൽകിയിട്ടുണ്ടെന്ന് ഞാൻ സ്ഥിരീകരിക്കുന്നു."
‐ do not reduce the risk of hospitalisation due to heart failure;,‐ ഹൃദയസ്തംഭനം മൂലം ആശുപത്രിയിൽ പ്രവേശിപ്പിക്കപ്പെടാനുള്ള സാധ്യത കുറയ്ക്കരുത്;
A Brief Version of the Big Five Personality Inventory.,ബിഗ് ഫൈവ് പേഴ്സണാലിറ്റി ഇൻവെന്ററിയുടെ ഒരു സംക്ഷിപ്ത പതിപ്പ്.
"I attest that the research subject named above had enough time to consider this information, had an opportunity to ask questions, and voluntarily agreed to be in this study. I have explained the research to the subject and answered all of his/her questions.","മുകളിൽ വിവരിച്ച ഗവേഷണത്തിന് വിധേയനാകുന്ന ആൾക്ക്, ഈ വിവരങ്ങൾ പരിഗണിക്കാൻ മതിയായ സമയമുണ്ടായിരുന്നെന്നും ചോദ്യങ്ങൾ ചോദിക്കാൻ അവസരമുണ്ടായിരുന്നെന്നും ഈ പഠനത്തിൽ പങ്കെടുക്കാൻ സ്വമേധയാ സമ്മതിച്ചതായും ഞാൻ സാക്ഷ്യപ്പെടുത്തുന്നു. ഞാൻ ഈ വിഷയത്തെക്കുറിച്ച് ഗവേഷണം വിശദീകരിച്ച് അവന്റെ / അവളുടെ എല്ലാ ചോദ്യങ്ങൾക്കും ഉത്തരം നൽകി."
Confused,ആശയക്കുഴപ്പം
3. Interview difficult.,3. അഭിമുഖം ബുദ്ധിമുട്ടാണ്.
1. Greater than 1 lb weight loss in week.,1. ആഴ്ചയിൽ 1 lb-ൽ കൂടുതൽ ഭാരം കുറയുന്നു.
1. Statement of Informed Consent for the FOP Registry,1. FOP രജിസ്ട്രിക്കുള്ള വിവരമുള്ള സമ്മതത്തിന്റെ പ്രസ്താവന
Signatory’s Name: _____________________________,ഒപ്പിട്ടയാളുടെ പേര്: _____________________________
"Benefits: If the study is found to be useful, then the quality of life of other head and neck cancer patients can be improved early. If associated risk factors are found, they can be modified for a better outcome in everyone.","പ്രയോജനങ്ങൾ: പഠനം ഉപയോഗപ്രദമാണെന്ന് കണ്ടെത്തിയാൽ, മറ്റ് ഹെഡ് ആൻഡ് നെക്ക് കാൻസർ രോഗികളുടെ ജീവിതനിലവാരം നേരത്തെ മെച്ചപ്പെടുത്താൻ കഴിയും. ബന്ധപ്പെട്ട റിസ്ക് ഫാക്ടറുകൾ കണ്ടെത്തിയാൽ, എല്ലാവർക്കും മികച്ച ഫലത്തിനായി അവ പരിഷ്ക്കരിക്കാം."
b) Signature/Thumb Impression of the Witness,ബി) സാക്ഷിയുടെ ഒപ്പ് / സാക്ഷിയുടെ വിരലടയാളം
"No, you will not face any extra cost of treatment under this study.","ഇല്ല, ഈ പഠനത്തിന് കീഴിൽ നിങ്ങൾക്ക് ചികിത്സയുടെ അധിക ചെലവുകളൊന്നും നേരിടേണ്ടിവരില്ല."
What will happen if you develop any study-related injury?,നിങ്ങൾക്ക് പഠനവുമായി ബന്ധപ്പെട്ട എന്തെങ്കിലും മുറിവ് ഉണ്ടായാൽ എന്ത് സംഭവിക്കും?
"31. Change in work hours, conditions: 20","31. ജോലി സമയം മാറ്റം, വ്യവസ്ഥകൾ: 20"
2. Any clear-cut symptom rates 2.,2. ഏതെങ്കിലും വ്യക്തമായ രോഗലക്ഷണ 2 എന്ന് റേറ്റ് ചെയ്യുക.
Date of Birth/Age:,ജനന തീയതി / പ്രായം:
Participant’s Name:,പങ്കെടുക്കുന്നയാളുടെ പേര്:
[Statement of person seeking consent],[സമ്മതം തേടുന്ന വ്യക്തിയുടെ പ്രസ്താവന]
5- Strongly agree,5- ശക്തമായി സമ്മതിക്കുന്നു
Subject’s Initial: ________________,പങ്കെടുക്കുന്നയാളുടെ ഇനിഷ്യൽ: _________
"I agree that genetic analysis may be performed on my donated samples and any subsequent stem cell lines which are derived. Whole genome sequencing data and other genetic information originating from my donated samples and derived cell lines may be collected, stored and also made available to others.",ഞാൻ ഡൊണേറ്റ് ചെയ്ത സാമ്പിളുകളിലും തുടർന്നുള്ള സ്റ്റെം സെൽ ലൈനുകളിലും ജനറ്റിക് അനാലിസിസ് നടത്താമെന്ന് ഞാൻ സമ്മതിക്കുന്നു. ഞാൻ ഡൊണേറ്റ് ചെയ്ത സാമ്പിളുകളിൽ നിന്നും ഡിറൈവ് ചെയ്ത സെൽ ലൈനുകളിൽ നിന്നും ഉണ്ടാകുന്ന മുഴുവൻ ജീനോം സീക്വൻസിംഗ് ഡാറ്റയും മറ്റ് ജനറ്റിക് ഇന്‍ഫര്‍മേഷനും ശേഖരിക്കുകയും സംഭരിക്കുകയും മറ്റുള്ളവർക്ക് ലഭ്യമാക്കുകയും ചെയ്യാം.
(vi) I agree for my child to take part in the above study. [ ],(vi) മുകളില്‍ പറഞ്ഞിട്ടുള്ള പഠനത്തിൽ എന്‍റെ കുട്ടിയെ പങ്കെടുപ്പിക്കുന്നതിന് അനുവാദം നല്കാന്‍ ഞാന്‍ സമ്മതിച്ചിരിക്കുന്നു .
"The effects of DPP‐4 inhibitors, GLP‐1 receptor agonists and SGLT‐2 inhibitors for people with cardiovascular disease","ഹൃദയ സംബന്ധമായ അസുഖമുള്ള ആളുകളിൽ DPP-4 ഇൻഹിബിറ്ററുകൾ, GLP-1 റിസപ്റ്റർ അഗോണിസ്റ്റുകൾ, SGLT-2 ഇൻഹിബിറ്ററുകൾ എന്നിവയുണ്ടാക്കുന്ന ഫലങ്ങൾ"
2. Waking during the night – any getting out of bed rates 2 (except for purposes of voiding).,2. രാത്രിയിൽ ഉണർന്നിരിക്കുക - കിടക്കയിൽ നിന്ന് എഴുന്നേൽക്കുന്നതിനുള്ള നിരക്ക് 2 (ഒന്നുമില്ലാതെ വെറുതെ ).
Witness’s Name: ____________________________________,സാക്ഷിയുടെ പേര്: ____________________________________
0. No difficulty falling asleep.,0. ഉറങ്ങാൻ ബുദ്ധിമുട്ടില്ല.
1. Signature/Thumb Impression of the Participant (Minor),1. പങ്കാളിയുടെ ഒപ്പ് / വിരലടയാളം (പ്രായപൂര്‍ത്തി വരാത്തയാള്‍)
Name & Address of the Witness: ______________________________,സാക്ഷിയുടെ പേരും വിലാസവും:
(i) I confirm that I have read and understood the information sheet dated for the above study and have had the opportunity to ask questions. [ ],(i) മേൽപ്പറഞ്ഞ പഠനത്തിനായുള്ള ഇൻഫോർമേഷൻ ഷീറ്റ് ഞാൻ വായിക്കുകയും മനസ്സിലാക്കുകയും ചെയ്തിട്ടുണ്ടെന്നും ചോദ്യങ്ങൾ ചോദിക്കാനുള്ള അവസരമുണ്ടെന്നും ഞാൻ സ്ഥിരീകരിക്കുന്നു. [ ]
"Yet, with each donation you can save 3 lives","എന്നിരുന്നാലും, ഓരോ രക്തദാനത്തിലൂടെയും നിങ്ങൾക്ക് 3 ജീവൻ രക്ഷിക്കാനാകും"
I give my permission/assent to allow my doctor to see my information that has been entered into the FOP Patient Portal of the Registry (optional):,രജിസ്ട്രിയുടെ FOP പേഷ്യന്റ് പോർട്ടലിൽ (ഓപ്ഷണൽ) നൽകിയിട്ടുള്ള എന്റെ വിവരങ്ങൾ കാണാൻ ഡോക്ടറെ അനുവദിക്കുന്നതിന് ഞാൻ എന്റെ അനുമതി/സമ്മതം നൽകുന്നു:
1. Mild.,1. ചെറുതായി
"Extraversion: 1R, 5","എക്സ്ട്രാവേർഷൻ: 1R, 5"
"I understand that I may be re-contacted in the future if information of direct importance to my health, my family’s health or public health becomes available.","എന്റെ ആരോഗ്യത്തിനോ കുടുംബത്തിന്റെ ആരോഗ്യത്തിനോ പൊതുജനാരോഗ്യത്തിനോ നേരിട്ട് പ്രാധാന്യമുള്ള വിവരങ്ങൾ ലഭ്യമാണെങ്കിൽ, ഭാവിയിൽ എന്നെ വീണ്ടും ബന്ധപ്പെടാൻ കഴിയുമെന്ന് ഞാൻ മനസ്സിലാക്കുന്നു."
- Plasma - the liquid part of blood in which the cells are carried,പ്ലാസ്മ-കോശങ്ങൾ ഉൾക്കൊള്ളുന്ന രക്തത്തിന്റെ ദ്രാവക ഭാഗം.
"Patient satisfaction and comfort are crucial aspects of providing quality healthcare. The use of preprocedural video demonstrations has been shown to improve patient understanding, reduce anxiety, and enhance their experience during medical procedures. We want to investigate the potential benefits of using preprocedural video demonstrations for patients undergoing epidural analgesia. The video will aim to educate and inform patients about the procedure, which may reduce anxiety and improve patient satisfaction.","മികച്ച രീതിയിലുള്ള ആരോഗ്യ സംരക്ഷണം നൽകുന്നതിനുള്ള നിർണായക വശങ്ങളാണ് രോഗിയുടെ സംതൃപ്തിയും, ആശ്വാസവും. പ്രീപ്രൊസീജറൽ വീഡിയോ ഡെമോൺസ്‌ട്രേഷനുകളുടെ ഉപയോഗം രോഗിയുടെ ധാരണ മെച്ചപ്പെടുത്തുന്നതിനും ഉത്കണ്ഠ കുറയ്ക്കുന്നതിനും മെഡിക്കൽ നടപടിക്രമങ്ങളിൽ അവരുടെ അനുഭവം വർദ്ധിപ്പിക്കുന്നതിനും സഹായിക്കുന്നു. എപ്പിഡ്യൂറൽ അനസ്‌തേഷ്യയ്ക്ക് വിധേയരായ രോഗികൾക്ക് പ്രീപ്രോസീജറൽ വീഡിയോ ഡെമോൺസ്‌ട്രേഷൻ ഉപയോഗിക്കുന്നതിൻ്റെ സാധ്യതകളെക്കുറിച്ച് അന്വേഷിക്കാൻ ഞങ്ങൾ ആഗ്രഹിക്കുന്നു. ഈ പ്രക്രിയയെക്കുറിച്ച് രോഗികളെ ബോധവൽക്കരിക്കാനും അറിയിക്കാനും വീഡിയോ ലക്ഷ്യമിടുന്നു, ഇത് ഉത്കണ്ഠ കുറയ്ക്കുകയും രോഗിയുടെ സംതൃപ്തി മെച്ചപ്പെടുത്തുകയും ചെയ്യും."
No extra risk is associated with the study other than the risk associated with surgery .,ശസ്ത്രക്രിയയുമായി ബന്ധപ്പെട്ട അപകടസാധ്യതയല്ലാതെ അധിക അപകടസാധ്യതകളൊന്നും പഠനവുമായി ബന്ധപ്പെട്ട് ഇല്ല.
3. And if any such other samples which may be required will be explained to you before you consent for the study,3. പഠനത്തിന് സമ്മതം നൽകുന്നതിനുമുമ്പ് മറ്റേതെങ്കിലും സാമ്പിളുകൾ ആവശ്യമാണെങ്കില്‍ അത് നിങ്ങളോട് വിശദീകരിക്കും
"[A witness statement should be included if it is possible that the donor or their representative is illiterate, blind or may be able to indicate his or her consent but be unable to sign – but is not mentally incapacitated. The witness should ideally be chosen by the donor and not linked to the research team.]","[ദാതാവോ അവരുടെ പ്രതിനിധിയോ നിരക്ഷരനോ അന്ധനോ അല്ലെങ്കിൽ അവന്റെ അല്ലെങ്കിൽ അവളുടെ സമ്മതം സൂചിപ്പിക്കാൻ കഴിയുമെങ്കിലും ഒപ്പിടാൻ കഴിയുന്നില്ലെങ്കിൽ സാക്ഷി മൊഴി ഉൾപ്പെടുത്തണം-പക്ഷേ മാനസികമായി കഴിവ് കുറഞ്ഞവര്‍ ആകരുത്. ദാതാവാണ് സാക്ഷിയെ തിരഞ്ഞെടുക്കേണ്ടത്, സാക്ഷി ഗവേഷണ സംഘവുമായി ബന്ധപ്പെട്ടവര്‍ ആകരുത്.]"
6. I drink alcohol when I need to relax.,6. വിശ്രമം ആവശ്യമായി വരുമ്പോൾ ഞാൻ മദ്യം കുടിക്കുന്നു.
0. Normal speech and thought.,0. സാധാരണ സംസാരവും ചിന്തയും.
Do I have to be in the study?,ഞാൻ പഠനത്തിൽ പങ്കെടുക്കണം എന്നത് നിര്‍ബന്ധമാണോ?
7. I agree to take part/ to enrol the relative whom I represent in the above study ⎕,7. മേൽപ്പറഞ്ഞ പഠനത്തിൽ ഞാൻ പ്രതിനിധീകരിക്കുന്ന എന്‍റെ ബന്ധുവിനെ പങ്കെടുപ്പിക്കാൻ ഞാന്‍ സമ്മതം നല്‍കിയിരിക്കുന്നു.
Participant,പങ്കാളി
2. I have had the opportunity to ask questions and clarify my doubts about the study ⎕,2. പഠനത്തെ കുറിച്ചുള്ള സംശയങ്ങള്‍ ഉന്നയിക്കാനും അതില്‍ വ്യക്തത വരുത്താനും എനിക്ക് അവസരം ലഭിച്ചിട്ടുണ്ട്.
Date of Birth/Age: ___________________________,ജനനത്തീയതി/പ്രായം: ___________________________
What if there is a problem?,ഒരു പ്രശ്നമുണ്ടെങ്കിൽ എന്തുചെയ്യും?
3 Education of the Child,3 കുട്ടിയുടെ വിദ്യാഭ്യാസം
What did we want to find out?,ഞങ്ങൾ എന്താണ് കണ്ടെത്താൻ ആഗ്രഹിച്ചത്?
Registry Investigator Printed Name,രജിസ്ട്രി ഇൻവെസ്റ്റിഗേറ്റർ അച്ചടിച്ച പേര്
Informed Consent form to participate in a research study,ഒരു ഗവേഷണ പഠനത്തിൽ പങ്കെടുക്കുന്നതിനുള്ള വിവരമുള്ള കൺസെന്റ് ഫോം.
Informed consent form,സമ്മതം അറിയിച്ച ഫോം
What happens after the study is over?,പഠനം കഴിഞ്ഞാൽ എന്ത് സംഭവിക്കും?
"Biting species identification plays a key role in the appropriate management of snakebite victims. It helps avoid unnecessary antivenom in patients bitten by non-venomous snakes or by species whose venoms are not neutralized by available products. If validated, this test can be a very useful tool in clinical care of snakebite victims and for snake bite research . You may not have any personal benefit from participation in the study","പാമ്പുകടിയേറ്റ് ഇരകളെ ഉചിതമായ രീതിയിൽ കൈകാര്യം ചെയ്യുന്നതിൽ കടിച്ച പാമ്പിന്റെ വര്‍ഗ്ഗത്തെ തിരിച്ചറിയുന്നത് ഒരു പ്രധാന പങ്ക് വഹിക്കുന്നു. വിഷമില്ലാത്ത പാമ്പുകൾ കടിച്ച രോഗികളിൽ അല്ലെങ്കിൽ ലഭ്യമായ പ്രതിവിഷം കൊണ്ട് വിഷം നിർവീര്യമാക്കാനാവാത്ത വര്‍ഗ്ഗങ്ങളുടെ കടിയേറ്റ സംഭവങ്ങളില്‍ അനാവശ്യമായ പ്രതിവിഷം ഒഴിവാക്കാൻ ഇത് സഹായിക്കുന്നു. ഈ പരിശോധന സാധൂകരിക്കപ്പെട്ടാൽ, പാമ്പുകടിയേറ്റവരുടെ ക്ലിനിക്കൽ പരിചരണത്തിനും പാമ്പുകടിയേറ്റ സംഭവങ്ങളിലെ ഗവേഷണത്തിനും ഈ പരിശോധന വളരെ ഉപയോഗപ്രദമാണ്. പഠനത്തിലെ പങ്കാളിത്തത്തിൽ നിന്ന് നിങ്ങൾക്ക് വ്യക്തിപരമായ നേട്ടമൊന്നും ലഭിച്ചേക്കില്ല"
I permit Dr. ______________________ to take my video graph,എന്റെ വീഡിയോ ഗ്രാഫ് എടുക്കാൻ ഞാൻ ഡോ. ______________________ക്ക് അനുമതി നൽകുന്നു
Name.....,പേര് .....
"2. Moving about, can’t sit still.","2. നീങ്ങുന്നു, ഇരിക്കാൻ കഴിയുന്നില്ല."
It has proved to provide good pain relief according to many studies. The study is designed in a way that we will be administering the medications in between two different muscles of the back which provide pain relief to two diiferent areas around the back.,പല പഠനങ്ങളും അനുസരിച്ച് ഇത് വേദനയ്ക്ക് നല്ല ആശ്വാസം നൽകുമെന്ന് തെളിയിച്ചിട്ടുണ്ട്. പുറകിലെ രണ്ട് വ്യത്യസ്ത ഭാഗങ്ങളിൽ വേദനയ്ക്ക് ആശ്വാസം നൽകുന്ന തരത്തില്‍ രണ്ട് വ്യത്യസ്ത പേശികൾക്കിടയിൽ മരുന്നുകൾ നൽകുന്ന രീതിയിലാണ് ഞങ്ങൾ പഠനം രൂപകൽപ്പന ചെയ്തിരിക്കുന്നത്.
7. Confidentiality,7. രഹസ്യസ്വഭാവം
COHORT,കോഹോർട്
Background: What is anti-snake Venom and what does it do?,"പശ്ചാത്തലം: എന്താണ് പ്രതിവിഷം, അത് എന്താണ് ചെയ്യുന്നത്?"
5 Living Locality,5 താമസിക്കുന്ന പ്രദേശം
Signature (or Thumb impression) of the Subject/Legally Acceptable,പങ്കെടുക്കുന്നയാളുടെ/നിയമപരമായി സ്വീകാര്യമായയാളുടെ ഒപ്പ് (അല്ലെങ്കിൽ വിരലടയാളം)
Informed Consent form to participate in a research study,ഒരു ഗവേഷണ പഠനത്തിൽ പങ്കെടുക്കാൻ അനുമതി നല്‍കികൊണ്ടുള്ള സമ്മത പത്രം.
Disagree a little - (2) (2) (2) (2) (2) (2) (2) (2) (2) (2),അല്പം വിയോജിക്കുന്നു - (2) (2) (2) (2) (2) (2) (2) (2) (2) (2)
"Your participation in this research is entirely voluntary. There will be no differential treatment if you refuse to participate in the study. There is no obligation to consent to participate in the study. You will receive the same standard of care given to all patients in this hospital, irrespective of participation. You may choose to withdraw from the study at any time. There are no penalties for withdrawing from the study.",ഈ ഗവേഷണത്തിൽ നിങ്ങളുടെ പങ്കാളിത്തം പൂർണ്ണമായും സ്വമേധയാ ഉള്ളതാണ്. നിങ്ങൾ പഠനത്തിൽ പങ്കെടുക്കാൻ വിസമ്മതിച്ചാൽ വ്യത്യസ്തമായ ചികിത്സ ഉണ്ടാകില്ല. പഠനത്തിൽ പങ്കെടുക്കാൻ സമ്മതം നൽകേണ്ട ബാധ്യതയില്ല. പങ്കാളിത്തം പരിഗണിക്കാതെ ഈ ആശുപത്രിയിലെ എല്ലാ രോഗികൾക്കും നൽകുന്ന അതേ നിലവാരത്തിലുള്ള പരിചരണം നിങ്ങൾക്ക് ലഭിക്കും. നിങ്ങൾക്ക് എപ്പോൾ വേണമെങ്കിലും പഠനത്തിൽ നിന്ന് പിന്മാറാൻ കഴിയും. പഠനത്തിൽ നിന്ന് പിന്മാറുന്നതിന് പിഴകളൊന്നും അടേക്കണ്ടതില്ല.
Side effects: This research is hoping to make you better by lessening your side effects of cancer treatment with the knowledge that our team have. It does not pose any harm to the patients.,പാർശ്വഫലങ്ങൾ: ഞങ്ങളുടെ ടീമിന് ഉള്ള അറിവ് ഉപയോഗിച്ച് കാൻസർ ചികിത്സയുടെ നിങ്ങളുടെ പാർശ്വഫലങ്ങൾ കുറച്ചുകൊണ്ട് നിങ്ങളെ മെച്ചപ്പെടുത്തുമെന്ന് ഈ ഗവേഷണം പ്രതീക്ഷിക്കുന്നു. ഇത് രോഗികൾക്ക് യാതൊരു ദോഷവും ചെയ്യുന്നില്ല.
"Administration of pain medication in between the muscles of the back can cause local itching, nausea and vomiting, slow breathing rate, allergies. It can also cause partial pain relief and not complete(patchy). But the amount of drug given during this surgery is very safe and it should not produce the above mentioned side effects.","മുതുകിലെ പേശികൾക്കിടയിൽ വേദന മരുന്ന് നൽകുന്നത് ആ ഭാഗത്തെ ചൊറിച്ചിൽ, ഓക്കാനം, ഛർദ്ദി, മന്ദഗതിയിലുള്ള ശ്വസന നിരക്ക്, അലർജി എന്നിവയ്ക്ക് കാരണമാകാം. പൂർണ്ണമായി അല്ലാതെ, (അവിടവിടെ നിലനില്‍ക്കുന്ന) ഭാഗികമായി മാത്രമുള്ള വേദന ശമിപ്പിക്കലിനും ഇത് ഇടയാക്കിയേക്കാം. എന്നാൽ ഈ സർജറി സമയത്ത് നൽകുന്ന മരുന്നിന്‍റെ അളവ് വളരെ സുരക്ഷിതമാണ്, അത് മുകളിൽ സൂചിപ്പിച്ച പാർശ്വഫലങ്ങൾ ഉണ്ടാക്കാത്തതാണ്."
Why have I been invited to participate in the study?,എന്തുകൊണ്ടാണ് എന്നെ പഠനത്തിൽ പങ്കെടുക്കാൻ ക്ഷണിച്ചത്?
(Subject),(പങ്കെടുക്കുന്നയാൾ)
Informed consent for pediatric patients,ശിശുരോഗ രോഗികൾക്ക് അറിയിച്ച സമ്മതം
