id,sentence,gold_label,form,constituent,gold_pos,case_role,meaning,tokens,bert_pos_tagged,mlmorph_breakdown,mlmorph_detected_attached_aanu,mlmorph_detected_detached_aanu
90,മന്ത്രി യോഗത്തിൽ വെച്ച് സംസാരിച്ചത് വളരെ ധൈര്യത്തോടെയാണ്.,FOCUS/CLEFT,ATTACHED,ധൈര്യത്തോടെ,NOUN,SOCIATIVE_MANNER,It was with great courage that the minister spoke during the meeting.,മന്ത്രി യോഗത്തിൽ വെച്ച് സംസാരിച്ചത് വളരെ ധൈര്യത്തോടെയാണ് .,മന്ത്രി/N_NN യോഗത്തിൽ/RB വെച്ച്/V_VM_VNF സംസാരിച്ചത്/V_VM_VNF വളരെ/RP_INTF ധൈര്യത്തോടെയാണ്/V_VAUX ./RD_PUNC,"മന്ത്രി: [മന്ത്രി<n>] | യോഗത്തിൽ: [യോഗം<n><locative>] | വെച്ച്: [വെച്ച്<postp>,വെയ്ക്കുക<v><cvb-adv-part-past>] | സംസാരിച്ചത്: [സംസാരിക്കുക<v><adv-clause-rp-past><n><deriv>,സംസാരിക്കുക<v><adv-clause-rp-past><n><deriv><adj>] | വളരെ: [വളരെ<quantifier>] | ധൈര്യത്തോടെയാണ്: [ധൈര്യം<n><sociative>എ<indeclinable>ആണ്<aff>,ധൈര്യം<n><sociative>എ<indeclinable>ആണ്<aff><adj>]",True,False
91,വിദ്യാർത്ഥികൾ സുന്ദരമായ ചിത്രം വരച്ചത് ബ്രഷുകൾ കൊണ്ടാണ്.,FOCUS/CLEFT,ATTACHED,ബ്രഷുകൾ കൊണ്ട്,NOUN_POSTPOSITION,INSTRUMENTAL,It was with brushes that the students painted the beautiful picture.,വിദ്യാർത്ഥികൾ സുന്ദരമായ ചിത്രം വരച്ചത് ബ്രഷുകൾ കൊണ്ടാണ് .,വിദ്യാർത്ഥികൾ/N_NN സുന്ദരമായ/JJ ചിത്രം/N_NN വരച്ചത്/V_VM_VNF ബ്രഷുകൾ/N_NN കൊണ്ടാണ്/V_VAUX ./RD_PUNC,"വിദ്യാർത്ഥികൾ: [വിദ്യാർത്ഥി<n><pl>] | സുന്ദരമായ: [സുന്ദരം<n>ആയ<cnj>,സുന്ദരം<n>ആയ<postp>] | ചിത്രം: [ചിത്രം<n>] | വരച്ചത്: [വരയ്ക്കുക<v><adv-clause-rp-past><n><deriv>,വരയ്ക്കുക<v><adv-clause-rp-past><n><deriv><adj>] | ബ്രഷുകൾ: [ബ്രഷ്<eng><pl>] | കൊണ്ടാണ്: [കൊണ്ട്<cnj>ആണ്<aff>,കൊണ്ടു്<cnj>ആണ്<aff>]",True,False
92,കനത്ത മഴ കാരണമാണ് കളി മാറ്റിവെച്ചത്.,FOCUS/CLEFT,ATTACHED,മഴ കാരണം,NOUN_POSTPOSITION,CAUSAL_SUBJECT,It was because of the heavy rain that the match was postponed.,കനത്ത മഴ കാരണമാണ് കളി മാറ്റിവെച്ചത് .,കനത്ത/JJ മഴ/N_NN കാരണമാണ്/V_VAUX കളി/N_NN മാറ്റിവെച്ചത്/V_VAUX ./RD_PUNC,"കനത്ത: [കനത്ത<quantifier>] | മഴ: [മഴ<n>] | കാരണമാണ്: [കാരണം<n>ആണ്<aff>,കാരണം<n>ആണ്<aff><adj>] | കളി: [കളി<n>] | മാറ്റിവെച്ചത്: [മാറ്റുക<v><cvb-adv-part-past>വെയ്ക്കുക<v><adv-clause-rp-past><n><deriv>,മാറുക<v><causative-voice><cvb-adv-part-past>വെയ്ക്കുക<v><adv-clause-rp-past><n><deriv>]",True,False
93,തമ്പുരാൻ്റെ രത്നങ്ങൾ ഒളിപ്പിച്ചു വെച്ചിരിക്കുന്നത് ഈ രഹസ്യ മുറിയിലാണ്.,FOCUS/CLEFT,ATTACHED,മുറിയിൽ,NOUN,LOCATIVE,It is in this secret room that the king's jewels are hidden.,തമ്പുരാൻ്റെ രത്നങ്ങൾ ഒളിപ്പിച്ചു വെച്ചിരിക്കുന്നത് ഈ രഹസ്യ മുറിയിലാണ് .,തമ്പുരാൻ്റെ/N_NN രത്നങ്ങൾ/N_NN ഒളിപ്പിച്ചു/RB വെച്ചിരിക്കുന്നത്/V_VM_VNF ഈ/DM_DMD രഹസ്യ/JJ മുറിയിലാണ്/V_VAUX ./RD_PUNC,"തമ്പുരാൻ്റെ: [തമ്പുരാൻ<n><genitive>] | രത്നങ്ങൾ: [രത്നം<n><pl>,രത്നം<np><pl>] | ഒളിപ്പിച്ചു: [ഒളിക്കുക<v><causative-voice><past>,ഒളി<n><adj>പിച്ച്<n><adj>] | വെച്ചിരിക്കുന്നത്: [വെയ്ക്കുക<v><cvb-adv-part-past>ഇരിക്കുക<v><adv-clause-rp-present><n><deriv>,വെയ്ക്കുക<v><cvb-adv-part-past>ഇരിക്കുക<v><adv-clause-rp-present><n><deriv><adj>] | ഈ: [ഈ<dem>] | രഹസ്യ: [രഹസ്യം<n><adj>] | മുറിയിലാണ്: [മുറി<n><locative>ആണ്<aff>,മുറി<n><locative>ആണ്<aff><adj>]",True,False
94,ഞങ്ങൾ കഴിഞ്ഞ മാസം താമസിച്ചത് കോട്ടയത്താണ്.,FOCUS/CLEFT,ATTACHED,കോട്ടയത്ത്,NOUN,LOCATIVE,It was in Kottayam that we stayed last month.,ഞങ്ങൾ കഴിഞ്ഞ മാസം താമസിച്ചത് കോട്ടയത്താണ് .,ഞങ്ങൾ/PR_PRP കഴിഞ്ഞ/JJ മാസം/N_NN താമസിച്ചത്/V_VM_VNF കോട്ടയത്താണ്/V_VAUX ./RD_PUNC,"ഞങ്ങൾ: [ഞാൻ<prn><pl>] | കഴിഞ്ഞ: [കഴിയുക<v><adv-clause-rp-past>,കഴിയുക<v><past><adv-clause-rp-past>] | മാസം: [മാസം<n>,മാസം<np>] | താമസിച്ചത്: [താമസിക്കുക<v><adv-clause-rp-past><n><deriv>,താമസിക്കുക<v><adv-clause-rp-past><n><deriv><adj>] | കോട്ടയത്താണ്: [കോട്ടയം<np><locative>ആണ്<aff>,കോട്ടയം<np><locative>ആണ്<aff><adj>]",True,False
95,പരീക്ഷ എഴുതാൻ കുട്ടികൾ പേന ഉപയോഗിക്കുന്നത് വളരെ ശ്രദ്ധയോടെയാണ്.,FOCUS/CLEFT,ATTACHED,ശ്രദ്ധയോടെ,NOUN,SOCIATIVE_MANNER,It is with great care that the children use the pen to write the exam.,പരീക്ഷ എഴുതാൻ കുട്ടികൾ പേന ഉപയോഗിക്കുന്നത് വളരെ ശ്രദ്ധയോടെയാണ് .,പരീക്ഷ/N_NN എഴുതാൻ/V_VM_VNF കുട്ടികൾ/N_NN പേന/N_NN ഉപയോഗിക്കുന്നത്/V_VM_VNF വളരെ/RP_INTF ശ്രദ്ധയോടെയാണ്/V_VAUX ./RD_PUNC,"പരീക്ഷ: [പരീക്ഷ<sanskrit>] | എഴുതാൻ: [എഴുതുക<v><purposive-mood>,എഴുതുക<v><cvb-adv-part-future>] | കുട്ടികൾ: [കുട്ടി<n><pl>,കുട്ടി<np><pl>] | പേന: [പേന<n>] | ഉപയോഗിക്കുന്നത്: [ഉപയോഗിക്കുക<v><adv-clause-rp-present><n><deriv>,ഉപയോഗിക്കുക<v><adv-clause-rp-present><n><deriv><adj>] | വളരെ: [വളരെ<quantifier>] | ശ്രദ്ധയോടെയാണ്: [ശ്രദ്ധ<n><sociative>എ<indeclinable>ആണ്<aff>,ശ്രദ്ധ<n><sociative>എ<indeclinable>ആണ്<aff><adj>]",True,False
96,അമ്മ പലഹാരങ്ങൾ ഉണ്ടാക്കി സൂക്ഷിക്കുന്നത് അടുക്കളയിലെ കുപ്പിയിലാണ്.,FOCUS/CLEFT,ATTACHED,കുപ്പിയിൽ,NOUN,LOCATIVE,It is in the jar in the kitchen that mother keeps the snacks made.,അമ്മ പലഹാരങ്ങൾ ഉണ്ടാക്കി സൂക്ഷിക്കുന്നത് അടുക്കളയിലെ കുപ്പിയിലാണ് .,അമ്മ/N_NN പലഹാരങ്ങൾ/N_NN ഉണ്ടാക്കി/V_VM_VNF സൂക്ഷിക്കുന്നത്/V_VM_VNF അടുക്കളയിലെ/N_NNP കുപ്പിയിലാണ്/V_VAUX ./RD_PUNC,"അമ്മ: [അമ്മ<n>,അമ്മ<np>] | പലഹാരങ്ങൾ: [പലഹാരം<n><pl>,പലം<n><adj>ഹാരം<n><pl>] | ഉണ്ടാക്കി: [ഉണ്ടാക്കുക<v><past>,ഉണ്ടാക്കുക<v><cvb-adv-part-past>] | സൂക്ഷിക്കുന്നത്: [സൂക്ഷിക്കുക<v><adv-clause-rp-present><n><deriv>,സൂക്ഷിക്കുക<v><adv-clause-rp-present><n><deriv><adj>] | അടുക്കളയിലെ: [അടുക്കള<n><locative>എ<indeclinable>,അ<dem>അടുക്കള<n><locative>എ<indeclinable>] | കുപ്പിയിലാണ്: [കുപ്പി<n><locative>ആണ്<aff>,കുപ്പി<n><locative>ആണ്<aff><adj>]",True,False
97,അവൾ കോളേജിൽ എത്തിയത് തൻ്റെ സ്വന്തം സ്കൂട്ടറിലാണ്.,FOCUS/CLEFT,ATTACHED,സ്കൂട്ടറിൽ,NOUN,LOCATIVE_INSTRUMENTAL,It was on her own scooter that she arrived at the college.,അവൾ കോളേജിൽ എത്തിയത് തൻ്റെ സ്വന്തം സ്കൂട്ടറിലാണ് .,അവൾ/PR_PRP കോളേജിൽ/N_NN എത്തിയത്/V_VM_VNF തൻ്റെ/PR_PRF സ്വന്തം/PR_PRF സ്കൂട്ടറിലാണ്/V_VAUX ./RD_PUNC,"അവൾ: [അവൾ<prn>,അ<dem>അവൾ<prn>] | കോളേജിൽ: [കോളേജ്<n><locative>,കോളേജ്<eng><locative>] | എത്തിയത്: [എത്തുക<v><adv-clause-rp-past><n><deriv>,എത്തുക<v><adv-clause-rp-past><n><deriv><adj>] | തൻ്റെ: [തൻ<n><genitive>,തൻ<prn><genitive>] | സ്വന്തം: [സ്വന്തം<n>] | സ്കൂട്ടറിലാണ്: [സ്കൂട്ടർ<eng><locative>ആണ്<aff>,സ്കൂട്ടർ<eng><locative>ആണ്<aff><adj>]",True,False
98,ആ വലിയ മരങ്ങൾ മുഴുവൻ കടപുഴകി വീണത് ചുഴലിക്കാറ്റ് മൂലമാണ്.,FOCUS/CLEFT,ATTACHED,ചുഴലിക്കാറ്റ് മൂലം,NOUN_POSTPOSITION,CAUSAL,It was due to the cyclone that all those big trees fell uprooted.,ആ വലിയ മരങ്ങൾ മുഴുവൻ കടപുഴകി വീണത് ചുഴലിക്കാറ്റ് മൂലമാണ് .,ആ/DM_DMD വലിയ/JJ മരങ്ങൾ/N_NN മുഴുവൻ/QT_QTF കടപുഴകി/V_VM_VF വീണത്/N_NN ചുഴലിക്കാറ്റ്/N_NN മൂലമാണ്/V_VAUX ./RD_PUNC,"ആ: [ആ<ij>,ആ<dem>] | വലിയ: [വലിയ<quantifier>,വലിയുക<v><cvb-adv-part-absolute>] | മരങ്ങൾ: [മരം<n><pl>] | മുഴുവൻ: [മുഴുവൻ<quantifier>] | കടപുഴകി: [NO_ANALYSIS] | വീണത്: [വീഴുക<v><adv-clause-rp-past><n><deriv>,വീഴുക<v><adv-clause-rp-past><n><deriv><adj>] | ചുഴലിക്കാറ്റ്: [ചുഴലിക്കാറ്റ്<n>,ചുഴലി<n><adj>കാറ്റ്<n>] | മൂലമാണ്: [മൂലം<n>ആണ്<aff>,മൂലം<np>ആണ്<aff>]",True,False
99,വിദേശത്തു നിന്നും എൻ്റെ കൂട്ടുകാരൻ എത്തിയത് ഇന്നലെ അർദ്ധരാത്രിയിലാണ്.,FOCUS/CLEFT,ATTACHED,അർദ്ധരാത്രിയിൽ,NOUN,LOCATIVE_TEMPORAL,It was at midnight yesterday that my friend arrived from abroad.,വിദേശത്തു നിന്നും എൻ്റെ കൂട്ടുകാരൻ എത്തിയത് ഇന്നലെ അർദ്ധരാത്രിയിലാണ് .,വിദേശത്തു/N_NN നിന്നും/PSP എൻ്റെ/N_NN കൂട്ടുകാരൻ/N_NN എത്തിയത്/V_VM_VNF ഇന്നലെ/RB അർദ്ധരാത്രിയിലാണ്/V_VAUX ./RD_PUNC,"വിദേശത്തു: [വിദേശം<n><locative>,വിദേശം<n><locative><adj>] | നിന്നും: [നിന്നും<cnj>,നിന്ന്<postp>ഉം<cnj>] | എൻ്റെ: [എൻ<n><genitive>,ഞാൻ<prn><genitive>] | കൂട്ടുകാരൻ: [കൂട്ട്<n><masculine><n><deriv>] | എത്തിയത്: [എത്തുക<v><adv-clause-rp-past><n><deriv>,എത്തുക<v><adv-clause-rp-past><n><deriv><adj>] | ഇന്നലെ: [ഇന്നലെ<np>,ഇന്നൽ<n>എ<indeclinable>] | അർദ്ധരാത്രിയിലാണ്: [അർദ്ധം<sanskrit><adj>രാത്രി<np><locative>ആണ്<aff>,അർദ്ധം<sanskrit><adj>രാത്രി<sanskrit><locative>ആണ്<aff>]",True,False
100,നീ ഈ കഠിനമായ ജോലി ചെയ്യേണ്ടത് നാളെയാണ്.,FOCUS/CLEFT,ATTACHED,നാളെ,NOUN,NOMINATIVE_TEMPORAL,It is tomorrow that you must perform this hard work.,നീ ഈ കഠിനമായ ജോലി ചെയ്യേണ്ടത് നാളെയാണ് .,നീ/PR_PRP ഈ/DM_DMD കഠിനമായ/JJ ജോലി/N_NN ചെയ്യേണ്ടത്/V_VM_VNF നാളെയാണ്/V_VAUX ./RD_PUNC,"നീ: [നീ<prn>] | ഈ: [ഈ<dem>] | കഠിനമായ: [കഠിനം<n>ആയ<cnj>,കഠിനം<n>ആയ<postp>] | ജോലി: [ജോലി<n>] | ചെയ്യേണ്ടത്: [ചെയ്യുക<v><cvb-adv-part-simul>അണ്ടുക<v><cvb-adv-part-absolute><n><deriv>,ചെയ്യുക<v><cvb-adv-part-simul>അണ്ടുക<v><cvb-adv-part-absolute><n><deriv><adj>] | നാളെയാണ്: [നാളെ<n>ആണ്<aff>,നാളെ<np>ആണ്<aff>]",True,False
